timestamp_wall,timestamp_mono,state_x,desired_x,output_cmd,error,converged_flag,distance_to_converge,estimated_time_to_converge,fsm_mode
2025-12-04T20:08:02.913937,6266.581412109,1.5621320278875988e-19,0.0,-1.0698432535808817e-30,1.5621320278875988e-19,False,1.5621320278875988e-19,0.0,INIT
2025-12-04T20:08:52.147562,6315.815037101,0.0,0.7853981634396185,0.2,-0.7853981634396185,False,0.7853981634396185,0.0,INIT
2025-12-04T20:08:57.215033,6320.882505914,0.20000000001124424,0.8334851580263463,0.2,-0.633485158015102,False,0.633485158015102,0.0,INIT
2025-12-04T20:09:08.035099,6331.702573818,0.2000000000106253,0.8359298644737425,0.2,-0.6359298644631173,False,0.6359298644631173,0.0,INIT
2025-12-04T20:09:08.601972,6332.269444914,0.20000000001124424,0.8248211208745815,0.2,-0.6248211208633372,False,0.6248211208633372,0.0,INIT
2025-12-04T20:09:09.176532,6332.844008295,0.20000000001062532,0.8240204133699276,0.2,-0.6240204133593023,False,0.6240204133593023,0.0,INIT
2025-12-04T20:09:26.013880,6349.681350497,0.20000000001062532,0.8232729555324059,0.2,-0.6232729555217805,False,0.6232729555217805,0.0,INIT
2025-12-04T20:09:33.136805,6356.804276989,0.2000000000118632,0.8334676081946908,0.2,-0.6334676081828277,False,0.6334676081828277,0.0,INIT
2025-12-04T20:09:38.157232,6361.824710744,0.20000000001000634,0.8350945454331375,0.2,-0.6350945454231312,False,0.6350945454231312,0.0,INIT
2025-12-04T20:09:55.406684,6379.074162284,0.20000000001124424,0.8293524211517926,0.2,-0.6293524211405483,False,0.6293524211405483,0.0,INIT
2025-12-04T20:10:03.516623,6387.184100392,0.20000000001124424,0.828207856314704,0.2,-0.6282078563034597,False,0.6282078563034597,0.0,INIT
2025-12-04T20:10:04.643586,6388.311056329,0.20000000001124424,0.8358730755888941,0.2,-0.6358730755776498,False,0.6358730755776498,0.0,INIT
2025-12-04T20:10:26.378456,6410.045929011,0.20000000001000634,0.8359368963653315,0.2,-0.6359368963553251,False,0.6359368963553251,0.0,INIT
2025-12-04T20:10:32.335538,6416.003023994,0.20000000001000634,0.8243795872960424,0.2,-0.624379587286036,False,0.624379587286036,0.0,INIT
2025-12-04T20:10:37.353381,6421.020849952,0.2000000000124821,0.8324871637607778,0.2,-0.6324871637482957,False,0.6324871637482957,0.0,INIT
2025-12-04T20:10:42.124892,6425.792363113,0.2000000000124821,0.8359297171315543,0.2,-0.6359297171190722,False,0.6359297171190722,0.0,INIT
2025-12-04T20:11:14.856667,6458.524141961,0.2000000000248609,0.8335263385977805,0.2,-0.6335263385729195,False,0.6335263385729195,0.0,INIT
2025-12-04T20:11:20.711013,6464.378489597,0.20000000002238516,0.8344644200511437,0.2,-0.6344644200287586,False,0.6344644200287586,0.0,INIT
