timestamp_wall,timestamp_mono,state_x,desired_x,output_cmd,error,converged_flag,distance_to_converge,estimated_time_to_converge,fsm_mode
2025-11-17T16:57:24.909331,12711.781372462,150.4201044186206,0.0,-0.2,150.4201044186206,False,150.4201044186206,0.0,INIT
2025-11-17T16:57:24.909376,12711.781412014,147.44072388338523,0.0,-0.2,147.44072388338523,False,147.44072388338523,0.0,INIT
2025-11-17T16:57:24.937663,12711.809701651,147.21154076528987,0.0,-0.2,147.21154076528987,False,147.21154076528987,0.0,INIT
2025-11-17T16:57:25.037844,12711.909883369,146.2948082929099,0.0,-0.2,146.2948082929099,False,146.2948082929099,0.0,INIT
2025-11-17T16:57:25.401831,12712.27386878,145.8364420567206,0.0,-0.2,145.8364420567206,False,145.8364420567206,0.0,INIT
2025-11-17T16:57:25.443463,12712.31549768,142.1695121672006,0.0,-0.2,142.1695121672006,False,142.1695121672006,0.0,INIT
2025-11-17T16:57:25.629512,12712.501550513,140.10686410434525,0.0,-0.2,140.10686410434525,False,140.10686410434525,0.0,INIT
2025-11-17T16:57:25.638196,12712.510232368,140.10686410434525,0.0,-0.2,140.10686410434525,False,140.10686410434525,0.0,INIT
2025-11-17T16:57:25.751773,12712.623817254,138.9609485138699,0.0,-0.2,138.9609485138699,False,138.9609485138699,0.0,INIT
2025-11-17T16:57:25.837756,12712.709794601,138.0442160414899,0.0,-0.13829702048008852,138.0442160414899,False,138.0442160414899,0.0,INIT
2025-11-17T16:57:25.941520,12712.813557445,137.40653005536706,0.0,-0.2,137.40653005536706,False,137.40653005536706,0.0,INIT
2025-11-17T16:57:26.037643,12712.909679893,136.5289296365848,0.0,-0.2,136.5289296365848,False,136.5289296365848,0.0,INIT
2025-11-17T16:57:26.137823,12713.009858214,135.61219716420337,0.0,-0.2,135.61219716420337,False,135.61219716420337,0.0,INIT
2025-11-17T16:57:26.242686,12713.114719179,134.69546469182336,0.0,-0.2,134.69546469182336,False,134.69546469182336,0.0,INIT
2025-11-17T16:57:26.337744,12713.209780987,133.77873221944478,0.0,-0.2,133.77873221944478,False,133.77873221944478,0.0,INIT
2025-11-17T16:57:26.437767,12713.309805195,132.63281662896802,0.0,-0.2,132.63281662896802,False,132.63281662896802,0.0,INIT
2025-11-17T16:57:26.537627,12713.409664204,131.716084156588,0.0,-0.1590704834543908,131.716084156588,False,131.716084156588,0.0,INIT
2025-11-17T16:57:27.019403,12713.891440693,127.66133783167128,0.0,-0.2,127.66133783167128,False,127.66133783167128,0.0,INIT
2025-11-17T16:57:27.037577,12713.909612391,127.47671140524186,0.0,-0.2,127.47671140524186,False,127.47671140524186,0.0,INIT
2025-11-17T16:57:27.137938,12714.009975601,126.55997893305198,0.0,-0.2,126.55997893305198,False,126.55997893305198,0.0,INIT
2025-11-17T16:57:27.615736,12714.487776508,121.28876721686589,0.0,-0.2,121.28876721686589,False,121.28876721686589,0.0,INIT
2025-11-17T16:57:27.637677,12714.509717274,121.05958409877056,0.0,-0.2,121.05958409877056,False,121.05958409877056,0.0,INIT
2025-11-17T16:57:27.921389,12714.793427898,117.85102044544128,0.0,-0.2,117.85102044544128,False,117.85102044544128,0.0,INIT
2025-11-17T16:57:27.938713,12714.81075019,117.85102044544128,0.0,-0.2,117.85102044544128,False,117.85102044544128,0.0,INIT
2025-11-17T16:57:28.078053,12714.950088024,116.24673861877663,0.0,-0.2,116.24673861877663,False,116.24673861877663,0.0,INIT
2025-11-17T16:57:28.243038,12715.115079199,114.41327367401662,0.0,-0.2,114.41327367401662,False,114.41327367401662,0.0,INIT
2025-11-17T16:57:28.338028,12715.210066368,113.49654120163663,0.0,-0.2,113.49654120163663,False,113.49654120163663,0.0,INIT
2025-11-17T16:57:28.517191,12715.389235577,111.43389313878127,0.0,-0.2,111.43389313878127,False,111.43389313878127,0.0,INIT
2025-11-17T16:57:28.547826,12715.419860543,111.20471002068591,0.0,-0.2,111.20471002068591,False,111.20471002068591,0.0,INIT
2025-11-17T16:57:28.677363,12715.549399088,109.8296113121152,0.0,-0.2,109.8296113121152,False,109.8296113121152,0.0,INIT
2025-11-17T16:57:28.748348,12715.6203826,109.37124507592593,0.0,-0.2,109.37124507592593,False,109.37124507592593,0.0,INIT
2025-11-17T16:57:29.191778,12716.063814425,104.55839959592913,0.0,-0.2,104.55839959592913,False,104.55839959592913,0.0,INIT
2025-11-17T16:57:29.305182,12716.177223192,103.18330088735985,0.0,-0.2,103.18330088735985,False,103.18330088735985,0.0,INIT
2025-11-17T16:57:29.337746,12716.20979066,102.95411776926592,0.0,-0.2,102.95411776926592,False,102.95411776926592,0.0,INIT
2025-11-17T16:57:29.603751,12716.47579021,100.43310347021986,0.0,-0.08998546283618095,100.43310347021986,False,100.43310347021986,0.0,INIT
2025-11-17T16:57:29.637616,12716.509657597,100.05367180985111,0.0,-0.2,100.05367180985111,False,100.05367180985111,0.0,INIT
2025-11-17T16:57:30.023009,12716.895045626,96.22360152191493,0.0,-0.2,96.22360152191493,False,96.22360152191493,0.0,INIT
2025-11-17T16:57:30.039212,12716.91124981,96.22360152191493,0.0,-0.2,96.22360152191493,False,96.22360152191493,0.0,INIT
2025-11-17T16:57:30.313458,12717.185507002,93.47340410477491,0.0,-0.2,93.47340410477491,False,93.47340410477491,0.0,INIT
2025-11-17T16:57:30.349549,12717.221588453,93.01503786858562,-180.0,-0.2,273.01503786858564,False,273.01503786858564,0.0,INIT
2025-11-17T16:57:30.437588,12717.309626893,92.09830539620418,-180.0,-0.2,272.0983053962042,False,272.0983053962042,0.0,INIT
2025-11-17T16:57:30.537861,12717.409899797,91.18157292382419,-180.0,-0.2,271.1815729238242,False,271.1815729238242,0.0,INIT
2025-11-17T16:57:30.637715,12717.509754776,90.03565733335026,-180.0,-0.11547043084802999,270.0356573333503,False,270.0356573333503,0.0,INIT
2025-11-17T16:57:30.937138,12717.809181371,88.15745833854957,-180.0,-0.2,268.1574583385496,False,268.1574583385496,0.0,INIT
2025-11-17T16:57:32.449938,12719.321971277,71.94507272129428,-180.0,-0.2,251.94507272129428,False,251.94507272129428,0.0,INIT
2025-11-17T16:57:32.538278,12719.410315037,71.02834024891285,-180.0,-0.18760377453615726,251.02834024891285,False,251.02834024891285,0.0,INIT
2025-11-17T16:57:32.638083,12719.510120312,69.94137552204499,-180.0,-0.2,249.941375522045,False,249.941375522045,0.0,INIT
2025-11-17T16:57:32.738064,12719.610102585,69.0296148122965,-180.0,-0.2,249.0296148122965,False,249.0296148122965,0.0,INIT
2025-11-17T16:57:32.855837,12719.727873294,67.6545161037272,-180.0,-0.2,247.6545161037272,False,247.6545161037272,0.0,INIT
2025-11-17T16:57:33.426894,12720.298932771,67.42533298563184,-180.0,-0.2,247.42533298563183,False,247.42533298563183,0.0,INIT
2025-11-17T16:57:33.444361,12720.316397003,61.924938151351846,-180.0,-0.2,241.92493815135185,False,241.92493815135185,0.0,INIT
2025-11-17T16:57:33.537642,12720.409679395,60.77902256087508,-180.0,-0.2,240.7790225608751,False,240.7790225608751,0.0,INIT
2025-11-17T16:57:33.637877,12720.509921807,59.86229008849508,-180.0,-0.2,239.8622900884951,False,239.8622900884951,0.0,INIT
2025-11-17T16:57:33.742078,12720.614118264,58.716374498019725,-180.0,-0.05061916023062909,238.71637449801972,False,238.71637449801972,0.0,INIT
2025-11-17T16:57:33.837865,12720.709909266,58.38289690319247,-180.0,-0.2,238.38289690319246,False,238.38289690319246,0.0,INIT
2025-11-17T16:57:33.947038,12720.819075467,57.39834943497103,-180.0,-0.2,237.39834943497104,False,237.39834943497104,0.0,INIT
2025-11-17T16:57:34.064191,12720.936231955,56.25243384449424,-180.0,-0.2,236.25243384449425,False,236.25243384449425,0.0,INIT
2025-11-17T16:57:34.137933,12721.009977517,55.5648844902096,-180.0,-0.2,235.5648844902096,False,235.5648844902096,0.0,INIT
2025-11-17T16:57:34.273154,12721.145193947,53.96060266354496,-180.0,-0.2,233.96060266354496,False,233.96060266354496,0.0,INIT
2025-11-17T16:57:34.337758,12721.20980394,53.27305330925889,-180.0,-0.2,233.2730533092589,False,233.2730533092589,0.0,INIT
2025-11-17T16:57:34.544520,12721.416557574,51.21040524640496,-180.0,-0.2,231.21040524640495,False,231.21040524640495,0.0,INIT
2025-11-17T16:57:34.700123,12721.572161037,49.37694030164498,-180.0,-0.2,229.376940301645,False,229.376940301645,0.0,INIT
2025-11-17T16:57:34.793616,12721.665654761,48.460207829264974,-180.0,-0.2,228.46020782926496,False,228.46020782926496,0.0,INIT
